#X,5965_ Scalar_ SUBCASE - DIRECT FREQUENCY 1,5965_ Scalar_ SUBCASE - DIRECT FREQUENCY 1,5966_ Scalar_ SUBCASE - DIRECT FREQUENCY 1,5966_ Scalar_ SUBCASE - DIRECT FREQUENCY 1,5967_ Scalar_ SUBCASE - DIRECT FREQUENCY 1,5967_ Scalar_ SUBCASE - DIRECT FREQUENCY 1
#Frequency(Hz),Pressure(mN/mm^2(kPa))_Imaginary,Pressure(mN/mm^2(kPa))_Real,Pressure(mN/mm^2(kPa))_Imaginary,Pressure(mN/mm^2(kPa))_Real,Pressure(mN/mm^2(kPa))_Imaginary,Pressure(mN/mm^2(kPa))_Real
746.000000,-0.608338,0.264239,-0.574844,0.249690,-0.570307,0.247719
748.000000,-0.612393,0.266084,-0.578496,0.251356,-0.573905,0.249361
750.000000,-0.616533,0.267955,-0.582225,0.253044,-0.577580,0.251026
752.000000,-0.620762,0.269853,-0.586035,0.254756,-0.581334,0.252713
754.000000,-0.625081,0.271777,-0.589927,0.256492,-0.585170,0.254424
756.000000,-0.629493,0.273728,-0.593903,0.258253,-0.589089,0.256159
758.000000,-0.634000,0.275708,-0.597967,0.260038,-0.593094,0.257919
760.000000,-0.638606,0.277715,-0.602119,0.261848,-0.597187,0.259703
762.000000,-0.643311,0.279752,-0.606364,0.263684,-0.601370,0.261513
764.000000,-0.648121,0.281817,-0.610702,0.265547,-0.605646,0.263348
766.000000,-0.653037,0.283913,-0.615137,0.267436,-0.610018,0.265210
768.000000,-0.658062,0.286039,-0.619672,0.269352,-0.614488,0.267099
770.000000,-0.663200,0.288196,-0.624310,0.271296,-0.619060,0.269015
772.000000,-0.668454,0.290384,-0.629052,0.273268,-0.623735,0.270958
774.000000,-0.673827,0.292605,-0.633904,0.275269,-0.628518,0.272930
776.000000,-0.679323,0.294859,-0.638867,0.277299,-0.633411,0.274931
778.000000,-0.684946,0.297146,-0.643945,0.279359,-0.638417,0.276961
780.000000,-0.690699,0.299467,-0.649142,0.281449,-0.643541,0.279021
782.000000,-0.696586,0.301823,-0.654461,0.283570,-0.648785,0.281111
784.000000,-0.702613,0.304213,-0.659907,0.285723,-0.654154,0.283232
786.000000,-0.708782,0.306640,-0.665482,0.287907,-0.659651,0.285385
788.000000,-0.715099,0.309104,-0.671192,0.290125,-0.665281,0.287570
790.000000,-0.721569,0.311604,-0.677040,0.292375,-0.671047,0.289787
792.000000,-0.728196,0.314143,-0.683031,0.294659,-0.676955,0.292038
794.000000,-0.734985,0.316720,-0.689170,0.296977,-0.683008,0.294322
796.000000,-0.741943,0.319336,-0.695462,0.299331,-0.689212,0.296641
798.000000,-0.749074,0.321992,-0.701911,0.301719,-0.695572,0.298994
800.000000,-0.756385,0.324689,-0.708524,0.304144,-0.702093,0.301383
802.000000,-0.763881,0.327427,-0.715306,0.306605,-0.708780,0.303808
804.000000,-0.771570,0.330206,-0.722262,0.309104,-0.715640,0.306270
806.000000,-0.779459,0.333029,-0.729399,0.311640,-0.722679,0.308769
808.000000,-0.787553,0.335894,-0.736724,0.314215,-0.729902,0.311306
810.000000,-0.795862,0.338803,-0.744243,0.316829,-0.737318,0.313880
812.000000,-0.804392,0.341757,-0.751963,0.319482,-0.744931,0.316494
814.000000,-0.813152,0.344755,-0.759892,0.322174,-0.752751,0.319147
816.000000,-0.822151,0.347799,-0.768038,0.324908,-0.760785,0.321839
818.000000,-0.831397,0.350889,-0.776408,0.327682,-0.769041,0.324572
820.000000,-0.840901,0.354026,-0.785013,0.330497,-0.777527,0.327345
822.000000,-0.850672,0.357210,-0.793860,0.333354,-0.786252,0.330160
824.000000,-0.860721,0.360442,-0.802959,0.336253,-0.795227,0.333015
826.000000,-0.871059,0.363721,-0.812321,0.339194,-0.804461,0.335912
828.000000,-0.881698,0.367049,-0.821956,0.342178,-0.813964,0.338851
830.000000,-0.892650,0.370425,-0.831875,0.345205,-0.823747,0.341832
832.000000,-0.903929,0.373849,-0.842090,0.348274,-0.833823,0.344855
834.000000,-0.915548,0.377323,-0.852614,0.351386,-0.844204,0.347920
836.000000,-0.927521,0.380844,-0.863461,0.354541,-0.854902,0.351027
838.000000,-0.939865,0.384414,-0.874643,0.357738,-0.865932,0.354175
840.000000,-0.952596,0.388032,-0.886175,0.360977,-0.877308,0.357364
842.000000,-0.965730,0.391698,-0.898075,0.364257,-0.889045,0.360595
844.000000,-0.979286,0.395410,-0.910357,0.367578,-0.901160,0.363865
846.000000,-0.993284,0.399168,-0.923040,0.370939,-0.913671,0.367174
848.000000,-1.007744,0.402971,-0.936142,0.374339,-0.926595,0.370521
850.000000,-1.022689,0.406816,-0.949683,0.377775,-0.939952,0.373905
852.000000,-1.038140,0.410703,-0.963684,0.381248,-0.953763,0.377323
854.000000,-1.054124,0.414630,-0.978168,0.384753,-0.968051,0.380774
856.000000,-1.070666,0.418592,-0.993159,0.388290,-0.982838,0.384255
858.000000,-1.087794,0.422588,-1.008681,0.391854,-0.998150,0.387763
860.000000,-1.105539,0.426614,-1.024762,0.395443,-1.014013,0.391295
862.000000,-1.123932,0.430665,-1.041431,0.399053,-1.030456,0.394848
864.000000,-1.143007,0.434737,-1.058718,0.402678,-1.047510,0.398415
866.000000,-1.162801,0.438823,-1.076657,0.406314,-1.065206,0.401993
868.000000,-1.183353,0.442918,-1.095283,0.409954,-1.083580,0.405574
870.000000,-1.204704,0.447012,-1.114634,0.413591,-1.102670,0.409152
872.000000,-1.226899,0.451098,-1.134750,0.417217,-1.122514,0.412718
874.000000,-1.249987,0.455164,-1.155675,0.420822,-1.143156,0.416263
876.000000,-1.274018,0.459199,-1.177456,0.424395,-1.164642,0.419776
878.000000,-1.299049,0.463189,-1.200142,0.427923,-1.187022,0.423245
880.000000,-1.325138,0.467118,-1.223788,0.431391,-1.210348,0.426654
882.000000,-1.352351,0.470968,-1.248452,0.434784,-1.234679,0.429987
884.000000,-1.380757,0.474717,-1.274196,0.438080,-1.260075,0.433225
886.000000,-1.410430,0.478341,-1.301089,0.441259,-1.286605,0.436346
888.000000,-1.441452,0.481813,-1.329204,0.444294,-1.314340,0.439325
890.000000,-1.473909,0.485100,-1.358620,0.447155,-1.343358,0.442132
892.000000,-1.507897,0.488165,-1.389421,0.449810,-1.373744,0.444734
894.000000,-1.543518,0.490965,-1.421703,0.452218,-1.405589,0.447092
896.000000,-1.580883,0.493451,-1.455564,0.454334,-1.438992,0.449161
898.000000,-1.620114,0.495565,-1.491114,0.456106,-1.474062,0.450890
900.000000,-1.661341,0.497241,-1.528472,0.457473,-1.510915,0.452219
902.000000,-1.704707,0.498403,-1.567767,0.458366,-1.549678,0.453077
904.000000,-1.750367,0.498961,-1.609139,0.458703,-1.590491,0.453387
906.000000,-1.798490,0.498812,-1.652741,0.458388,-1.633502,0.453052
908.000000,-1.849261,0.497834,-1.698739,0.457313,-1.678877,0.451966
910.000000,-1.902878,0.495888,-1.747313,0.455348,-1.726794,0.450001
912.000000,-1.959559,0.492808,-1.798661,0.452344,-1.777445,0.447008
914.000000,-2.019542,0.488402,-1.852995,0.448124,-1.831043,0.442815
916.000000,-2.083084,0.482443,-1.910549,0.442483,-1.887815,0.437218
918.000000,-2.150462,0.474665,-1.971573,0.435179,-1.948011,0.429978
920.000000,-2.221980,0.464754,-2.036340,0.425926,-2.011898,0.420813
922.000000,-2.297961,0.452341,-2.105143,0.414386,-2.079765,0.409391
924.000000,-2.378754,0.436987,-2.178296,0.400162,-2.151923,0.395317
926.000000,-2.464731,0.418171,-2.256133,0.382780,-2.228699,0.378125
928.000000,-2.556281,0.395275,-2.339006,0.361678,-2.310441,0.357261
930.000000,-2.653812,0.367566,-2.427280,0.336190,-2.397509,0.332066
932.000000,-2.757736,0.334164,-2.521327,0.305518,-2.490269,0.301754
934.000000,-2.868463,0.294025,-2.621512,0.268712,-2.589082,0.265388
936.000000,-2.986377,0.245899,-2.728180,0.224639,-2.694285,0.221848
938.000000,-3.111808,0.188294,-2.841624,0.171945,-2.806169,0.169800
940.000000,-3.244994,0.119433,-2.962051,0.109019,-2.924936,0.107653
942.000000,-3.386014,0.037200,-3.089526,0.033943,-3.050649,0.033516
944.000000,-3.534709,-0.060905,-3.223895,-0.055550,-3.183155,-0.054848
946.000000,-3.690560,-0.177823,-3.364675,-0.162121,-3.321974,-0.160063
948.000000,-3.852523,-0.316964,-3.510906,-0.288858,-3.466162,-0.285176
950.000000,-4.018815,-0.482223,-3.660958,-0.439283,-3.614104,-0.433661
952.000000,-4.186627,-0.677929,-3.812267,-0.617310,-3.763271,-0.609376
954.000000,-4.351775,-0.908703,-3.961022,-0.827109,-3.909901,-0.816435
956.000000,-4.508290,-1.179166,-4.101796,-1.072845,-4.048636,-1.058941
958.000000,-4.647999,-1.493411,-4.227166,-1.358197,-4.172151,-1.340520
960.000000,-4.760192,-1.854187,-4.327413,-1.685611,-4.270858,-1.663582
962.000000,-4.831552,-2.261712,-4.390465,-2.055234,-4.332848,-2.028262
964.000000,-4.846595,-2.712193,-4.402307,-2.463565,-4.344293,-2.431101
966.000000,-4.788946,-3.196238,-4.348132,-2.902030,-4.290595,-2.863628
968.000000,-4.643652,-3.697685,-4.214454,-3.355919,-4.158454,-3.311327
970.000000,-4.400429,-4.193537,-3.992041,-3.804350,-3.938777,-3.753590
972.000000,-4.057196,-4.655753,-3.679120,-4.221899,-3.629828,-4.165336
974.000000,-3.622639,-5.055104,-3.283677,-4.582110,-3.239503,-4.520468
976.000000,-3.116469,-5.366383,-2.823678,-4.862213,-2.785536,-4.796535
978.000000,-2.566716,-5.573286,-2.324593,-5.047546,-2.293063,-4.979084
980.000000,-2.004740,-5.671166,-1.814861,-5.134019,-1.790144,-5.064099
982.000000,-1.459729,-5.666700,-1.320909,-5.127800,-1.302847,-5.057680
984.000000,-0.954533,-5.574996,-0.863390,-5.042671,-0.851535,-4.973434
986.000000,-0.503812,-5.415522,-0.455512,-4.896336,-0.449232,-4.828835
988.000000,-0.114331,-5.208354,-0.103326,-4.707017,-0.101896,-4.641862
990.000000,0.213412,-4.971564,0.192787,-4.491096,0.190108,-4.428678
992.000000,0.483133,-4.719916,0.436254,-4.261937,0.430166,-4.202464
994.000000,0.700888,-4.464563,0.632607,-4.029625,0.623744,-3.973168
996.000000,0.873666,-4.213369,0.788213,-3.801263,0.777126,-3.747790
998.000000,1.008461,-3.971501,0.909430,-3.581502,0.896586,-3.530919
1000.000000,1.111745,-3.742061,1.002138,-3.373130,0.987927,-3.325298
1002.000000,1.189228,-3.526659,1.071516,-3.177583,1.056261,-3.132344
1004.000000,1.245788,-3.325875,1.121989,-2.995368,1.105951,-2.952553
1006.000000,1.285506,-3.139613,1.157254,-2.826381,1.140646,-2.785821
1008.000000,1.311744,-2.967351,1.180357,-2.670136,1.163351,-2.631665
1010.000000,1.327247,-2.808322,1.193784,-2.525927,1.176516,-2.489389
1012.000000,1.334241,-2.661634,1.199547,-2.392937,1.182127,-2.358186
1014.000000,1.334521,-2.526350,1.199270,-2.270310,1.181785,-2.237209
1016.000000,1.329531,-2.401538,1.194258,-2.157194,1.176777,-2.125618
1018.000000,1.320433,-2.286304,1.185560,-2.052775,1.168138,-2.022609
1020.000000,1.308156,-2.179803,1.174016,-1.956284,1.156696,-1.927423
1022.000000,1.293448,-2.081255,1.160300,-1.867010,1.143115,-1.839358
1024.000000,1.276906,-1.989943,1.144950,-1.784302,1.127926,-1.757772
1026.000000,1.259009,-1.905214,1.128398,-1.707565,1.111555,-1.682077
1028.000000,1.240141,-1.826476,1.110989,-1.636262,1.094341,-1.611743
1030.000000,1.220607,-1.753193,1.092999,-1.569906,1.076557,-1.546289
1032.000000,1.200653,-1.684883,1.074647,-1.508058,1.058418,-1.485284
1034.000000,1.180474,-1.621110,1.056109,-1.450324,1.040098,-1.428336
1036.000000,1.160224,-1.561482,1.037523,-1.396346,1.021733,-1.375095
1038.000000,1.140025,-1.505647,1.018998,-1.345805,1.003430,-1.325244
1040.000000,1.119974,-1.453286,1.000621,-1.298413,0.985275,-1.278499
1042.000000,1.100147,-1.404112,0.982459,-1.253908,0.967333,-1.234603
1044.000000,1.080600,-1.357867,0.964563,-1.212057,0.949656,-1.193325
1046.000000,1.061380,-1.314318,0.946973,-1.172648,0.932282,-1.154455
1048.000000,1.042518,-1.273252,0.929718,-1.135487,0.915239,-1.117804
1050.000000,1.024038,-1.234479,0.912819,-1.100404,0.898549,-1.083201
1052.000000,1.005959,-1.197825,0.896290,-1.067239,0.882225,-1.050491
1054.000000,0.988290,-1.163132,0.880141,-1.035850,0.866276,-1.019533
1056.000000,0.971038,-1.130258,0.864376,-1.006107,0.850709,-0.990198
1058.000000,0.954205,-1.099071,0.848999,-0.977892,0.835523,-0.962371
1060.000000,0.937791,-1.069453,0.834006,-0.951098,0.820719,-0.935945
1062.000000,0.921792,-1.041296,0.819396,-0.925625,0.806292,-0.910822
1064.000000,0.906205,-1.014499,0.805164,-0.901384,0.792239,-0.886914
1066.000000,0.891021,-0.988973,0.791303,-0.878292,0.778553,-0.864141
1068.000000,0.876235,-0.964633,0.777806,-0.856275,0.765227,-0.842426
1070.000000,0.861837,-0.941404,0.764666,-0.835262,0.752252,-0.821702
1072.000000,0.847818,-0.919214,0.751874,-0.815190,0.739622,-0.801907
1074.000000,0.834170,-0.898000,0.739420,-0.796000,0.727327,-0.782981
1076.000000,0.820882,-0.877700,0.727297,-0.777638,0.715358,-0.764872
1078.000000,0.807945,-0.858261,0.715495,-0.760054,0.703706,-0.747530
1080.000000,0.795348,-0.839630,0.704005,-0.743202,0.692362,-0.730910
1082.000000,0.783082,-0.821762,0.692817,-0.727039,0.681317,-0.714970
1084.000000,0.771137,-0.804612,0.681923,-0.711525,0.670561,-0.699670
1086.000000,0.759502,-0.788139,0.671313,-0.696625,0.660087,-0.684975
1088.000000,0.748169,-0.772306,0.660979,-0.682303,0.649885,-0.670851
1090.000000,0.737128,-0.757079,0.650911,-0.668528,0.639946,-0.657266
1092.000000,0.726370,-0.742423,0.641102,-0.655271,0.630262,-0.644192
1094.000000,0.715886,-0.728310,0.631543,-0.642504,0.620826,-0.631601
1096.000000,0.705666,-0.714711,0.622227,-0.630201,0.611629,-0.619468
1098.000000,0.695704,-0.701598,0.613144,-0.618339,0.602663,-0.607769
1100.000000,0.685989,-0.688949,0.604289,-0.606896,0.593921,-0.596483
1102.000000,0.676515,-0.676739,0.595652,-0.595849,0.585396,-0.585589
1104.000000,0.667274,-0.664946,0.587229,-0.585180,0.577081,-0.575068
1106.000000,0.658258,-0.653552,0.579011,-0.574871,0.568968,-0.564900
1108.000000,0.649460,-0.642536,0.570992,-0.564904,0.561053,-0.555071
1110.000000,0.640874,-0.631880,0.563166,-0.555263,0.553327,-0.545562
1112.000000,0.632491,-0.621569,0.555526,-0.545932,0.545786,-0.536361
1114.000000,0.624307,-0.611586,0.548066,-0.536899,0.538423,-0.527452
1116.000000,0.616315,-0.601916,0.540782,-0.528148,0.531232,-0.518822
1118.000000,0.608508,-0.592545,0.533667,-0.519668,0.524209,-0.510458
1120.000000,0.600881,-0.583461,0.526716,-0.511446,0.517348,-0.502350
1122.000000,0.593428,-0.574650,0.519924,-0.503472,0.510643,-0.494485
1124.000000,0.586144,-0.566101,0.513286,-0.495734,0.504091,-0.486854
1126.000000,0.579024,-0.557803,0.506797,-0.488223,0.497686,-0.479447
1128.000000,0.572063,-0.549746,0.500452,-0.480929,0.491424,-0.472253
1130.000000,0.565255,-0.541918,0.494249,-0.473843,0.485300,-0.465265
1132.000000,0.558597,-0.534312,0.488181,-0.466957,0.479311,-0.458473
1134.000000,0.552083,-0.526918,0.482244,-0.460263,0.473452,-0.451871
1136.000000,0.545710,-0.519728,0.476436,-0.453752,0.467719,-0.445449
1138.000000,0.539474,-0.512733,0.470753,-0.447418,0.462109,-0.439203
1140.000000,0.533369,-0.505926,0.465189,-0.441254,0.456617,-0.433123
1142.000000,0.527393,-0.499300,0.459743,-0.435253,0.451242,-0.427205
1144.000000,0.521542,-0.492848,0.454410,-0.429409,0.445978,-0.421441
1146.000000,0.515812,-0.486563,0.449188,-0.423717,0.440823,-0.415827
1148.000000,0.510200,-0.480440,0.444072,-0.418170,0.435774,-0.410356
1150.000000,0.504702,-0.474472,0.439061,-0.412763,0.430828,-0.405023
1152.000000,0.499315,-0.468654,0.434151,-0.407491,0.425982,-0.399824
1154.000000,0.494036,-0.462980,0.429339,-0.402350,0.421233,-0.394753
1156.000000,0.488862,-0.457445,0.424623,-0.397334,0.416578,-0.389806
1158.000000,0.483790,-0.452044,0.420000,-0.392440,0.412015,-0.384978
1160.000000,0.478818,-0.446773,0.415467,-0.387662,0.407541,-0.380266
1162.000000,0.473942,-0.441627,0.411022,-0.382998,0.403154,-0.375666
1164.000000,0.469160,-0.436603,0.406663,-0.378443,0.398851,-0.371173
1166.000000,0.464470,-0.431695,0.402387,-0.373993,0.394630,-0.366784
1168.000000,0.459868,-0.426900,0.398192,-0.369645,0.390490,-0.362495
1170.000000,0.455354,-0.422214,0.394076,-0.365396,0.386427,-0.358304
1172.000000,0.450924,-0.417634,0.390036,-0.361242,0.382440,-0.354207
1174.000000,0.446576,-0.413157,0.386072,-0.357180,0.378528,-0.350200
1176.000000,0.442308,-0.408778,0.382180,-0.353208,0.374686,-0.346282
1178.000000,0.438119,-0.404495,0.378360,-0.349322,0.370916,-0.342450
1180.000000,0.434005,-0.400305,0.374608,-0.345520,0.367213,-0.338699
1182.000000,0.429966,-0.396206,0.370924,-0.341800,0.363577,-0.335029
1184.000000,0.425999,-0.392193,0.367306,-0.338158,0.360006,-0.331437
1186.000000,0.422103,-0.388265,0.363752,-0.334592,0.356498,-0.327919
1188.000000,0.418275,-0.384419,0.360260,-0.331100,0.353052,-0.324475
1190.000000,0.414514,-0.380653,0.356830,-0.327681,0.349666,-0.321102
1192.000000,0.410819,-0.376964,0.353459,-0.324330,0.346338,-0.317797
1194.000000,0.407188,-0.373350,0.350146,-0.321048,0.343068,-0.314559
1196.000000,0.403619,-0.369808,0.346889,-0.317831,0.339854,-0.311385
1198.000000,0.400111,-0.366338,0.343688,-0.314678,0.336695,-0.308275
1200.000000,0.396662,-0.362936,0.340541,-0.311586,0.333588,-0.305225
1202.000000,0.393272,-0.359601,0.337446,-0.308555,0.330534,-0.302235
1204.000000,0.389938,-0.356331,0.334403,-0.305583,0.327531,-0.299302
1206.000000,0.386659,-0.353124,0.331411,-0.302667,0.324577,-0.296426
1208.000000,0.383435,-0.349978,0.328467,-0.299807,0.321672,-0.293604
1210.000000,0.380263,-0.346892,0.325572,-0.297000,0.318814,-0.290835
1212.000000,0.377143,-0.343864,0.322723,-0.294246,0.316002,-0.288118
1214.000000,0.374073,-0.340893,0.319920,-0.291543,0.313235,-0.285451
1216.000000,0.371053,-0.337976,0.317162,-0.288889,0.310513,-0.282833
1218.000000,0.368081,-0.335113,0.314448,-0.286283,0.307834,-0.280262
1220.000000,0.365156,-0.332302,0.311776,-0.283725,0.305197,-0.277738
1222.000000,0.362278,-0.329543,0.309147,-0.281212,0.302602,-0.275259
1224.000000,0.359444,-0.326832,0.306558,-0.278744,0.300047,-0.272824
1226.000000,0.356655,-0.324170,0.304009,-0.276320,0.297531,-0.270431
1228.000000,0.353909,-0.321555,0.301500,-0.273937,0.295054,-0.268081
1230.000000,0.351205,-0.318986,0.299029,-0.271596,0.292615,-0.265771
1232.000000,0.348543,-0.316461,0.296596,-0.269296,0.290213,-0.263501
1234.000000,0.345921,-0.313980,0.294199,-0.267034,0.287848,-0.261269
1236.000000,0.343339,-0.311542,0.291838,-0.264811,0.285518,-0.259076
1238.000000,0.340795,-0.309145,0.289513,-0.262625,0.283222,-0.256919
1240.000000,0.338290,-0.306788,0.287222,-0.260476,0.280961,-0.254798
1242.000000,0.335822,-0.304471,0.284965,-0.258362,0.278733,-0.252712
1244.000000,0.333390,-0.302193,0.282741,-0.256283,0.276538,-0.250660
1246.000000,0.330995,-0.299953,0.280549,-0.254238,0.274374,-0.248642
1248.000000,0.328634,-0.297749,0.278389,-0.252226,0.272242,-0.246657
1250.000000,0.326307,-0.295581,0.276260,-0.250246,0.270141,-0.244703
1252.000000,0.324015,-0.293448,0.274162,-0.248298,0.268070,-0.242781
1254.000000,0.321755,-0.291350,0.272094,-0.246381,0.266028,-0.240889
1256.000000,0.319528,-0.289285,0.270055,-0.244494,0.264015,-0.239026
1258.000000,0.317332,-0.287253,0.268044,-0.242637,0.262030,-0.237193
1260.000000,0.315167,-0.285253,0.266062,-0.240808,0.260074,-0.235388
1262.000000,0.313033,-0.283284,0.264107,-0.239008,0.258144,-0.233611
1264.000000,0.310929,-0.281346,0.262180,-0.237235,0.256241,-0.231862
1266.000000,0.308854,-0.279438,0.260279,-0.235489,0.254365,-0.230138
1268.000000,0.306808,-0.277559,0.258404,-0.233769,0.252514,-0.228441
1270.000000,0.304790,-0.275709,0.256554,-0.232076,0.250688,-0.226769
1272.000000,0.302800,-0.273887,0.254730,-0.230407,0.248887,-0.225122
1274.000000,0.300837,-0.272093,0.252930,-0.228763,0.247111,-0.223500
1276.000000,0.298901,-0.270325,0.251155,-0.227144,0.245358,-0.221901
1278.000000,0.296991,-0.268584,0.249403,-0.225548,0.243628,-0.220325
1280.000000,0.295107,-0.266869,0.247674,-0.223975,0.241922,-0.218773
1282.000000,0.293248,-0.265178,0.245969,-0.222425,0.240238,-0.217242
1284.000000,0.291414,-0.263513,0.244285,-0.220897,0.238576,-0.215734
1286.000000,0.289604,-0.261872,0.242624,-0.219391,0.236936,-0.214247
1288.000000,0.287818,-0.260254,0.240984,-0.217906,0.235317,-0.212781
1290.000000,0.286055,-0.258660,0.239366,-0.216442,0.233719,-0.211336
1292.000000,0.284316,-0.257088,0.237768,-0.214998,0.232142,-0.209911
1294.000000,0.282599,-0.255539,0.236191,-0.213575,0.230585,-0.208505
1296.000000,0.280905,-0.254012,0.234634,-0.212171,0.229048,-0.207119
1298.000000,0.279233,-0.252506,0.233097,-0.210787,0.227530,-0.205752
1300.000000,0.277582,-0.251022,0.231579,-0.209421,0.226031,-0.204404
1302.000000,0.275952,-0.249558,0.230081,-0.208074,0.224552,-0.203074
1304.000000,0.274343,-0.248114,0.228601,-0.206745,0.223090,-0.201761
1306.000000,0.272754,-0.246690,0.227139,-0.205434,0.221647,-0.200467
1308.000000,0.271186,-0.245285,0.225696,-0.204140,0.220222,-0.199189
1310.000000,0.269637,-0.243900,0.224270,-0.202864,0.218814,-0.197929
1312.000000,0.268108,-0.242533,0.222862,-0.201604,0.217424,-0.196685
1314.000000,0.266597,-0.241185,0.221472,-0.200361,0.216051,-0.195457
1316.000000,0.265106,-0.239855,0.220098,-0.199134,0.214694,-0.194245
1318.000000,0.263633,-0.238543,0.218741,-0.197923,0.213354,-0.193049
1320.000000,0.262178,-0.237247,0.217400,-0.196727,0.212030,-0.191868
1322.000000,0.260741,-0.235970,0.216075,-0.195547,0.210722,-0.190702
1324.000000,0.259322,-0.234708,0.214766,-0.194382,0.209429,-0.189551
1326.000000,0.257920,-0.233464,0.213473,-0.193231,0.208152,-0.188415
1328.000000,0.256535,-0.232235,0.212195,-0.192095,0.206890,-0.187293
1330.000000,0.255167,-0.231023,0.210932,-0.190973,0.205643,-0.186185
1332.000000,0.253815,-0.229825,0.209684,-0.189866,0.204410,-0.185090
1334.000000,0.252480,-0.228644,0.208451,-0.188772,0.203192,-0.184010
1336.000000,0.251160,-0.227477,0.207232,-0.187691,0.201988,-0.182942
1338.000000,0.249856,-0.226325,0.206027,-0.186624,0.200798,-0.181888
1340.000000,0.248568,-0.225188,0.204836,-0.185569,0.199622,-0.180846
1342.000000,0.247295,-0.224065,0.203659,-0.184528,0.198459,-0.179817
1344.000000,0.246037,-0.222956,0.202495,-0.183499,0.197310,-0.178800
1346.000000,0.244794,-0.221861,0.201345,-0.182482,0.196174,-0.177796
1348.000000,0.243565,-0.220780,0.200207,-0.181478,0.195050,-0.176803
1350.000000,0.242351,-0.219711,0.199083,-0.180485,0.193940,-0.175823
1352.000000,0.241151,-0.218656,0.197971,-0.179505,0.192841,-0.174853
1354.000000,0.239964,-0.217614,0.196872,-0.178535,0.191756,-0.173896
1356.000000,0.238792,-0.216585,0.195785,-0.177577,0.190682,-0.172949
1358.000000,0.237633,-0.215568,0.194710,-0.176631,0.189620,-0.172013
1360.000000,0.236487,-0.214563,0.193647,-0.175695,0.188570,-0.171088
1362.000000,0.235355,-0.213571,0.192596,-0.174770,0.187532,-0.170174
1364.000000,0.234235,-0.212590,0.191557,-0.173856,0.186505,-0.169271
1366.000000,0.233128,-0.211621,0.190529,-0.172952,0.185489,-0.168377
1368.000000,0.232034,-0.210664,0.189512,-0.172058,0.184484,-0.167494
1370.000000,0.230952,-0.209718,0.188506,-0.171175,0.183491,-0.166620
1372.000000,0.229882,-0.208783,0.187511,-0.170301,0.182508,-0.165757
1374.000000,0.228824,-0.207859,0.186527,-0.169437,0.181535,-0.164903
1376.000000,0.227778,-0.206946,0.185554,-0.168583,0.180574,-0.164059
1378.000000,0.226744,-0.206043,0.184591,-0.167738,0.179622,-0.163223
1380.000000,0.225721,-0.205151,0.183638,-0.166903,0.178681,-0.162398
1382.000000,0.224710,-0.204270,0.182695,-0.166077,0.177749,-0.161581
1384.000000,0.223710,-0.203398,0.181763,-0.165260,0.176828,-0.160773
1386.000000,0.222721,-0.202537,0.180840,-0.164452,0.175916,-0.159974
1388.000000,0.221743,-0.201685,0.179927,-0.163652,0.175014,-0.159183
1390.000000,0.220775,-0.200843,0.179024,-0.162861,0.174121,-0.158401
1392.000000,0.219818,-0.200010,0.178130,-0.162079,0.173238,-0.157628
1394.000000,0.218872,-0.199187,0.177246,-0.161305,0.172364,-0.156862
1396.000000,0.217936,-0.198374,0.176371,-0.160540,0.171499,-0.156105
1398.000000,0.217010,-0.197569,0.175505,-0.159782,0.170643,-0.155356
1400.000000,0.216094,-0.196774,0.174647,-0.159033,0.169795,-0.154614
1402.000000,0.215188,-0.195987,0.173799,-0.158291,0.168957,-0.153881
1404.000000,0.214292,-0.195209,0.172959,-0.157557,0.168127,-0.153155
1406.000000,0.213406,-0.194440,0.172128,-0.156831,0.167305,-0.152436
1408.000000,0.212529,-0.193679,0.171306,-0.156112,0.166492,-0.151725
1410.000000,0.211661,-0.192926,0.170492,-0.155401,0.165687,-0.151022
1412.000000,0.210803,-0.192182,0.169686,-0.154697,0.164890,-0.150325
1414.000000,0.209954,-0.191446,0.168888,-0.154000,0.164102,-0.149636
